"SUID","__Annotations","Average Distance Dir","Average Distance unDir","Betweenness Max value Dir","Betweenness Max value unDir","Betweenness mean value Dir","Betweenness mean value unDir","Betweenness min value Dir","Betweenness min value unDir","Bridging Max value Dir","Bridging Max value unDir","Bridging mean value Dir","Bridging mean value unDir","Bridging min value Dir","Bridging min value unDir","Centroid Max value Dir","Centroid Max value unDir","Centroid mean value Dir","Centroid mean value unDir","Centroid min value Dir","Centroid min value unDir","Closeness Max value Dir","Closeness Max value unDir","Closeness mean value Dir","Closeness mean value unDir","Closeness min value Dir","Closeness min value unDir","Degree Max value unDir","Degree mean value unDir","Degree min value unDir","Diameter Dir","Diameter unDir","Eccentricity Max value Dir","Eccentricity Max value unDir","Eccentricity mean value Dir","Eccentricity mean value unDir","Eccentricity min value Dir","Eccentricity min value unDir","Edge Betweenness Max value unDir","Edge Betweenness mean value unDir","Edge Betweenness min value unDir","Edge Max value Dir","Edge mean value Dir","Edge min value Dir","EigenVector Max value Dir","EigenVector Max value unDir","EigenVector mean value Dir","EigenVector mean value unDir","EigenVector min value Dir","EigenVector min value unDir","InDegree Max value Dir","InDegree mean value Dir","InDegree min value Dir","name","OutDegree Max value Dir","OutDegree mean value Dir","OutDegree min value Dir","Radiality Max value Dir","Radiality Max value unDir","Radiality mean value Dir","Radiality mean value unDir","Radiality min value Dir","Radiality min value unDir","selected","shared name","Stress Max value Dir","Stress Max value unDir","Stress mean value Dir","Stress mean value unDir","Stress min value Dir","Stress min value unDir"
"8436","","0.2727272727272727","2.3636363636363638","11.0","88.0","0.9166666666666666","15.0","0.0","0.0","0.20263157894736844","7.142857142857142","0.016885964912280702","1.4454089355168043","0.0","0.0","0.0","2.0","-2.0833333333333335","-7.166666666666667","-5.0","-10.0","4.0","0.058823529411764705","1.625","0.03976103283636823","0.0","0.030303030303030304","10.0","3.3333333333333335","1.0","2.0","4.0","1.0","0.5","0.375","0.2916666666666667","0.0","0.25","98.0","22.0","0.0","12.0","3.0","0.0","0.7071067811865475","0.6079407369587452","0.11785113019775793","0.26229242928328705","-5.551115123125783E-17","0.1495305204335653","7.0","1.6666666666666667","0.0","Sheet1_6","7.0","1.6666666666666667","0.0","0.05555555555555555","3.4545454545454546","0.04940526651052968","2.6363636363636362","0.045454545454545456","2.0","true","Sheet1_6","20.0","112.0","1.6666666666666667","22.5","0.0","0.0"
